"STATION","NAME","DATE","DAPR","DASF","MDPR","MDSF","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WESD","WESF","WT01","WT03","WT04","WT05","WT06","WT11"
"USC00055733","MONUMENT 3 S, CO US","2012-06-06",,,,,"0.00",,,"74","46","46",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-06-07",,,,,"0.00",,,"83","44","53",,,"    1","    1",,,,"    1"
"USC00055733","MONUMENT 3 S, CO US","2012-06-08",,,,,"0.00",,,"81","53","56",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-06-09",,,,,"0.00",,,"89","56","62",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-06-10",,,,,"0.00",,,"93","51","51",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-06-11",,,,,"0.00",,,"72","40","41",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-06-12",,,,,"0.00",,,"73","40","43",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-06-13",,,,,"0.00",,,"82","41","41",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-06-14",,,,,"0.00",,,"85","41","54",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-06-15",,,,,"0.00",,,"84","49","54",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-06-16",,,,,"0.00",,,"77","53","54",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-06-17",,,,,"0.00",,,"74","43","44",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-06-18",,,,,"0.00",,,"95","43","69",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-06-19",,,,,"0.00",,,"96","68","69",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-06-20",,,,,"0.00",,,"95","54","55",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-06-21",,,,,"0.00",,,"72","52","52",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-06-22",,,,,"0.00",,,"76","47","47",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-06-23",,,,,"0.00",,,"92","47","57",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-06-24",,,,,"0.00",,,"97","56","65",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-06-25",,,,,"0.00",,,"95","58","62",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-06-26",,,,,"0.00",,,"95","57","72",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-06-27",,,,,"0.00",,,"94","59","60",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-06-28",,,,,"0.00",,,"92","60","71",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-06-29",,,,,"0.00",,,"91","61","62",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-06-30",,,,,"0.00",,,"91","61","62",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-07-01",,,,,"0.00",,,"93","49","55",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-07-02",,,,,"0.00",,,"91","52","56",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-07-03",,,,,"0.00",,,"93","55","60",,,,"    1",,,,
"USC00055733","MONUMENT 3 S, CO US","2012-07-04",,,,,"0.21",,,"90","56","65",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-07-05",,,,,"0.00",,,"90","62","62",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-07-06",,,,,"0.00",,,"90","59","61",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-07-07",,,,,"0.00",,,"81","57","58",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-07-08",,,,,"0.00",,,"79","55","56",,,,"    1",,,,
"USC00055733","MONUMENT 3 S, CO US","2012-07-09","    3",,"0.42",,,,,"75","54","57",,,"    1","    1",,,,
"USC00055733","MONUMENT 3 S, CO US","2012-07-10",,,,,"0.07",,,"74","54","55",,,"    1",,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-07-11",,,,,"0.00",,,"78","49","50",,,"    1",,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-07-12",,,,,"0.00",,,"82","48","50",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-07-13",,,,,"0.00",,,"89","48","60",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-07-14",,,,,"0.00",,,"89","54","55",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-07-15",,,,,"0.00",,,"88","53","57",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-07-16",,,,,"0.00",,,"91","57","58",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-07-17",,,,,"0.48",,,"87","56","60",,,,"    1",,"    1",,
"USC00055733","MONUMENT 3 S, CO US","2012-07-18",,,,,"0.14",,,"84","52","59",,,,"    1",,,,
"USC00055733","MONUMENT 3 S, CO US","2012-07-19",,,,,"0.05",,,"88","53","60",,,,"    1",,,,
"USC00055733","MONUMENT 3 S, CO US","2012-07-20",,,,,"0.00",,,"89","53","54",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-07-21",,,,,"0.00",,,"89","53","54",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-07-22",,,,,"0.00",,,"91","53","59",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-07-23",,,,,"0.00",,,"91","55","56",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-07-24",,,,,"0.00",,,"91","53","60",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-07-25",,,,,"0.00",,,"91","58","61",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-07-26",,,,,"0.01",,,"84","50","53",,,,"    1",,,,
"USC00055733","MONUMENT 3 S, CO US","2012-07-27",,,,,"0.00",,,"88","53","55",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-07-28",,,,,"0.68",,,"84","50","61",,,,"    1",,,,
"USC00055733","MONUMENT 3 S, CO US","2012-07-29",,,,,"0.16",,,"86","58","64",,,,"    1",,,,
"USC00055733","MONUMENT 3 S, CO US","2012-07-30",,,,,"0.00",,,"89","52","53",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-07-31","    2",,"1.18",,,,,"86","51","54",,,,"    1",,,,
"USC00055733","MONUMENT 3 S, CO US","2012-08-01",,,,,"0.00",,,"90","54","65",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-08-02",,,,,"0.05",,,"90","58","58",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-08-03",,,,,"0.00",,,"83","52","53",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-08-04",,,,,"0.00",,,"89","53","53",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-08-05",,,,,"0.00",,,"74","47","48",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-08-06",,,,,"0.00",,,"82","46","68",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-08-07",,,,,"0.00",,,"89","65","69",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-08-08",,,,,"0.07",,,"88","49","50",,,,"    1",,,,
"USC00055733","MONUMENT 3 S, CO US","2012-08-09",,,,,"0.00",,,"87","50","56",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-08-10",,,,,"0.00",,,"73","48","51",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-08-11",,,,,"0.00",,,"82","50","52",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-08-12",,,,,"0.00",,,"89","52","52",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-08-13",,,,,"0.00",,,"82","51","63",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-08-14",,,,,"0.00",,,"86","50","53",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-08-15",,,,,"0.00",,,"87","49","53",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-08-16",,,,,"0.00",,,"87","48","49",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-08-17",,,,,"0.03",,,"71","42","43",,,,"    1",,,,
"USC00055733","MONUMENT 3 S, CO US","2012-08-18",,,,,"0.00",,,"85","43","59",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-08-19",,,,,"0.00",,,"76","46","46",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-08-20",,,,,"0.00",,,"77","43","46",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-08-21",,,,,"0.00",,,"76","44","50",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-08-22",,,,,"0.00",,,"85","49","52",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-08-23",,,,,"0.00",,,"88","50","57",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-08-24",,,,,"0.10",,,"76","53","53",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-08-25",,,,,"0.00",,,"82","49","57",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-08-26",,,,,"0.00",,,"80","48","51",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-08-27",,,,,"0.00",,,"89","49","52",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-08-28",,,,,"0.00",,,"88","49","51",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-08-29",,,,,"0.00",,,"91","49","50",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-08-30",,,,,"0.00",,,"89","48","49",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-08-31",,,,,"0.00",,,"86","44","50",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-09-01",,,,,"0.00",,,"82","46","47",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-09-02",,,,,"0.00",,,"90","46","63",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-09-03",,,,,"0.00",,,"85","57","60",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-09-04",,,,,"0.00",,,"84","46","47",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-09-05",,,,,"0.00",,,"86","46","55",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-09-06",,,,,"0.00",,,"78","42","42",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-09-07",,,,,"0.00",,,"86","40","53",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-09-08",,,,,"0.00",,,"68","38","38",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-09-09",,,,,"0.00",,,"77","37","41",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-09-10",,,,,"0.00",,,"79","40","62",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-09-11",,,,,"0.00",,,"85","54","61",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-09-12",,,,,"0.04",,,"82","53","53",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-09-13",,,,,"0.96",,,"53","47","47",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-09-14",,,,,"0.00",,,"66","38","39",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-09-15",,,,,"0.00",,,"76","36","37",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-09-16",,,,,"0.00",,,"80","35","47",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-09-17",,,,,"0.00",,,"81","43","46",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-09-18",,,,,"0.09",,,"67","34","34",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-09-19",,,,,"0.00",,,"75","33","51",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-09-20",,,,,"0.00",,,"76","38","40",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-09-21",,,,,"0.00",,,"77","37","48",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-09-22",,,,,"0.00",,,"75","44","45",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-09-23",,,,,"0.00",,,"71","36","36",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-09-24",,,,,"0.00",,,"83","35","55",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-09-25",,,,,"0.00",,,"74","45","45",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-09-26",,,,,"0.84",,,"66","40","40",,,,"    1",,,,
"USC00055733","MONUMENT 3 S, CO US","2012-09-27",,,,,"0.00",,,"63","37","41",,,,"    1",,,,
"USC00055733","MONUMENT 3 S, CO US","2012-09-28","    2",,"0.28",,,,,"56","36","38",,,,"    1",,,,
"USC00055733","MONUMENT 3 S, CO US","2012-09-29",,,,,"0.00",,,"68","37","42",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-09-30",,,,,"0.00",,,"73","40","48",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-10-01",,,,,"0.00",,,"68","43","49",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-10-02","    3",,"0.02",,,,,"63","33","34",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-10-03",,,,,"0.00",,,"77","33","55",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-10-04",,,,,"0.00",,,"80","28","28",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-10-05",,,,,"0.00",,,"49","25","32",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-10-06",,,,,"0.00",,,"39","28","29",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-10-07",,,,,"0.12",,,"39","26","26",,,"    1",,,,"    1",
"USC00055733","MONUMENT 3 S, CO US","2012-10-08",,,,,"0.00",,,"52","23","27",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-10-09",,,,,"0.00",,,"68","27","47",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-10-10",,,,,"0.00",,,"59","35","35",,,"    1",,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-10-11",,,,,"0.00",,,"62","34","39",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-10-12",,,,,"0.00",,,"76","33","33",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-10-13",,,,,"0.00",,,"56","33","42",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-10-14","    2",,"0.01",,,,,"54","33","35",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-10-15",,,,,"0.00",,,"62","32","33",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-10-16",,,,,"0.00",,,"76","31","45",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-10-17",,,,,"0.02",,,"75","34","35",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-10-18",,,,,"0.00",,,"57","22","24",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-10-19",,,,,"0.00",,,"61","20","27",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-10-20",,,,,"0.00",,,"72","27","49",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-10-21",,,,,"0.00",,,"76","43","53",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-10-22",,,,,"0.02",,,"72","32","34",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-10-23",,,,,"0.00",,,"67","30","51",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-10-24",,,,,"0.00",,,"75","35","36",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-10-25",,,,,"0.22","0.5","1.0","56","24","24",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-10-26",,,,,"0.06","0.0",,"31","22","25",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-10-27",,,,,"0.00",,,"37","21","21",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-10-28",,,,,"0.00",,,"47","21","22",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-10-29",,,,,"0.00",,,"53","21","47",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-10-30",,,,,"0.00",,,"66","34","38",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-10-31",,,,,"0.00",,,"65","34","35",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-11-01",,,,,"0.00",,,"67","30","31",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-11-02",,,,,"0.00",,,"72","29","52",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-11-03",,,,,"0.00",,,"56","23","24",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-11-04",,,,,"0.00",,,"55","22","38",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-11-05",,,,,"0.00",,,"63","26","26",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-11-06",,,,,"0.00",,,"63","24","30",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-11-07",,,,,"0.00",,,"63","29","44",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-11-08",,,,,"0.00",,,"69","30","48",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-11-09",,,,,"0.00",,,"65","29","36",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-11-10",,,,,"0.00",,,"66","36","42",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-11-11",,,,,"0.00",,,"50","16","18",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-11-12",,,,,"0.00",,,"34","17","17",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-11-13",,,,,"0.00",,,"46","11","39",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-11-14",,,,,"0.00",,,"50","16","18",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-11-15",,,,,"0.00",,,"52","16","27",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-11-16",,,,,"0.00",,,"46","19","19",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-11-17",,,,,"0.00",,,"53","17","41",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-11-18",,,,,"0.00",,,"62","27","37",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-11-19",,,,,"0.00",,,"60","32","39",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-11-20",,,,,"0.00",,,"59","26","35",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-11-21",,,,,"0.00",,,"61","27","47",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-11-22",,,,,"0.00",,,"70","42","44",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-11-23",,,,,"0.00",,,"63","15","15",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-11-24",,,,,"0.00",,,"46","14","45",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-11-25",,,,,"0.00",,,"69","36","45",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-11-26",,,,,"0.00",,,"58","21","21",,,"    1",,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-11-27",,,,,"0.00",,,"36","16","27",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-11-28",,,,,"0.00",,,"53","17","19",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-11-29",,,,,"0.00",,,"58","19","44",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-11-30",,,,,"0.00",,,"62","37","40",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-12-01",,,,,"0.00",,,"59","33","38",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-12-02",,,,,"0.00",,,"64","32","49",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-12-03",,,,,"0.00",,,"61","32","49",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-12-04",,,,,"0.00",,,"52","17","19",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-12-05",,,,,"0.00",,,"51","15","49",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-12-06",,,,,"0.00",,,"66","42","44",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-12-07",,,,,"0.00",,,"48","17","18",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-12-08",,,,,"0.00",,,"52","18","21",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-12-09",,,,,"0.00",,,"52","14","14",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-12-10",,,,,"0.18","3.0","3.0","14","-4","4",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-12-11",,,,,"0.00",,,"33","0","10",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-12-12",,,,,"0.00",,,"33","1","32",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-12-13",,,,,"0.00",,,"49","23","31",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-12-14",,,,,"0.00",,,"50","18","26",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-12-15",,,,,"0.00",,,"43","25","34",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-12-16",,,,,"0.00",,,"40","26","26",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-12-17",,,,,"0.00",,,"43","20","28",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-12-18",,,,,"0.00",,,"45","27","31",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-12-19",,,,,"0.00",,,"45","18","18",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-12-20",,,,,"0.16","4.0","4.0","18","-1","9",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-12-21",,,,,"0.00",,,"44","5","32",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-12-22",,,,,"0.00",,,"47","24","36",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-12-23",,,,,"0.00",,,"54","14","40",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-12-24",,,,,"0.00",,,"46","16","17",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-12-25",,,,,"0.00",,,"46","9","9",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-12-26",,,,,"0.00",,,"22","3","4",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-12-27",,,,,"0.00",,,"32","3","13",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-12-28",,,,,"0.05","1.0","1.0","34","2","2",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-12-29",,,,,"0.00",,,"27","-2","1",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-12-30",,,,,"0.00",,,"33","-4","31",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2012-12-31",,,,,"0.00",,,"39","10","14",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-01-01",,,,,"0.00",,,"22","6","6",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-01-02",,,,,"0.00",,,"25","2","11",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-01-03",,,,,"0.00",,,"28","1","5",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-01-04",,,,,"0.00",,,"32","2","14",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-01-05",,,,,"0.00",,,"44","7","17",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-01-06",,,,,"0.00",,,"39","5","7",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-01-07",,,,,"0.00",,,"44","6","38",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-01-08",,,,,"0.00",,,"50","15","39",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-01-09",,,,,"0.00",,,"53","16","19",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-01-10",,,,,"0.00",,,"46","11","13",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-01-11",,,,,"0.00",,,"44","9","26",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-01-12",,,,,"0.00",,,"33","5","8",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-01-13",,,,,"0.00",,,"20","-12","-8",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-01-14",,,,,"0.06","0.5","1.0","15","-10","4",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-01-15",,,,,"0.00",,,"14","-13","-6",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-01-16",,,,,"0.00",,,"25","-12","20",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-01-17",,,,,"0.00",,,"46","12","15",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-01-18",,,,,"0.00",,,"45","11","35",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-01-19",,,,,"0.00",,,"57","25","35",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-01-20",,,,,"0.00",,,"54","23","39",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-01-21",,,,,"0.00",,,"49","9","11",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-01-22",,,,,"0.00",,,"50","11","39",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-01-23",,,,,"0.00",,,"62","30","43",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-01-24",,,,,"0.00",,,"67","29","31",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-01-25",,,,,"0.00",,,"64","26","26",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-01-26",,,,,"0.00",,,"45","23","37",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-01-27",,,,,"0.00",,,"53","26","37",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-01-28",,,,,"0.00",,,"59","23","25",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-01-29",,,,,"0.00",,,"54","20","21",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-01-30",,,,,"0.14","1.0","1.0","26","-1","3",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-01-31",,,,,"0.00",,,"35","2","30",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-02-01",,,,,"0.00","0.0","0.0","43","20","27",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-02-02",,,,,"0.00","0.0","0.0","50","17","18",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-02-03",,,,,"0.00","0.0","0.0","51","11","19",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-02-04",,,,,"0.00","0.0","0.0","52","16","23",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-02-05",,,,,"0.00","0.0","0.0","47","15","22",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-02-06",,,,,"0.00","0.0","0.0","51","17","40",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-02-07",,,,,"0.15","2.5","3.0","56","26","26",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-02-08",,,,,"0.00","0.0","0.0","41","13","13",,,,,,,,
"USC00055733","MONUMENT 3 S, CO US","2013-02-09",,,,,"0.00","0.0","0.0","47","12","18",,,,,,,,
